Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2017,YEAR,STATE,34,6,TOTAL,"5,77,27,000"
2017,YEAR,STATE,35,6,TOTAL,"76,68,04,000"
2017,YEAR,STATE,36,6,TOTAL,"82,94,10,000"
2017,YEAR,STATE,39,6,TOTAL,"22,20,44,000"
2017,YEAR,STATE,41,6,TOTAL,"20,66,79,000"
2017,YEAR,STATE,,6,TOTAL,"1,81,95,95,000"
2017,YEAR,STATE,42,6,TOTAL,"41,15,52,000"
2017,YEAR,STATE,46,6,TOTAL,"28,23,04,000"
2017,YEAR,STATE,50,6,TOTAL,"14,29,41,000"
2017,YEAR,STATE,55,6,TOTAL,"3,37,67,69,000"
2016,APR,STATE,6,6,TOTAL,"20,15,30,000"
2016,APR,STATE,16,6,TOTAL,"8,11,82,000"
2016,APR,STATE,17,6,TOTAL,"65,47,000"
2016,APR,STATE,19,6,TOTAL,"2,30,55,000"
2016,APR,STATE,27,6,TOTAL,"5,54,05,000"
2016,APR,STATE,34,6,TOTAL,"46,52,000"
2016,APR,STATE,35,6,TOTAL,"6,59,28,000"
2016,APR,STATE,36,6,TOTAL,"6,19,96,000"
2016,APR,STATE,39,6,TOTAL,"1,73,81,000"
2016,APR,STATE,41,6,TOTAL,"1,66,48,000"
2016,APR,STATE,,6,TOTAL,"12,89,58,000"
2016,APR,STATE,42,6,TOTAL,"3,48,51,000"
2016,APR,STATE,46,6,TOTAL,"2,15,13,000"
2016,APR,STATE,50,6,TOTAL,"1,07,20,000"
2016,APR,STATE,55,6,TOTAL,"27,27,94,000"
2016,AUG,STATE,6,6,TOTAL,"20,55,75,000"
2016,AUG,STATE,16,6,TOTAL,"7,82,03,000"
2016,AUG,STATE,17,6,TOTAL,"68,42,000"
2016,AUG,STATE,19,6,TOTAL,"2,06,80,000"
2016,AUG,STATE,27,6,TOTAL,"5,27,11,000"
2016,AUG,STATE,34,6,TOTAL,"50,37,000"
2016,AUG,STATE,35,6,TOTAL,"6,17,12,000"
2016,AUG,STATE,36,6,TOTAL,"7,32,23,000"
2016,AUG,STATE,39,6,TOTAL,"1,87,00,000"
2016,AUG,STATE,41,6,TOTAL,"1,64,46,000"
2016,AUG,STATE,,6,TOTAL,"13,25,84,000"
2016,AUG,STATE,42,6,TOTAL,"3,37,00,000"
2016,AUG,STATE,46,6,TOTAL,"2,16,49,000"
2016,AUG,STATE,50,6,TOTAL,"1,09,17,000"
2016,AUG,STATE,55,6,TOTAL,"26,88,62,000"
2016,DEC,STATE,6,6,TOTAL,"21,72,34,000"
2016,DEC,STATE,16,6,TOTAL,"8,17,34,000"
2016,DEC,STATE,17,6,TOTAL,"73,09,000"
2016,DEC,STATE,19,6,TOTAL,"2,01,05,000"
2016,DEC,STATE,27,6,TOTAL,"5,76,55,000"
2016,DEC,STATE,34,6,TOTAL,"52,57,000"
2016,DEC,STATE,35,6,TOTAL,"6,81,65,000"
2016,DEC,STATE,36,6,TOTAL,"7,17,19,000"
2016,DEC,STATE,39,6,TOTAL,"1,98,16,000"
2016,DEC,STATE,41,6,TOTAL,"1,69,35,000"
2016,DEC,STATE,,6,TOTAL,"14,45,35,000"
2016,DEC,STATE,42,6,TOTAL,"3,51,44,000"
2016,DEC,STATE,46,6,TOTAL,"2,54,62,000"
2016,DEC,STATE,50,6,TOTAL,"1,21,85,000"
2016,DEC,STATE,55,6,TOTAL,"28,37,08,000"
2016,FEB,STATE,6,6,TOTAL,"19,91,71,000"
2016,FEB,STATE,16,6,TOTAL,"7,06,87,000"
2016,FEB,STATE,17,6,TOTAL,"62,32,000"
2016,FEB,STATE,19,6,TOTAL,"1,95,87,000"
2016,FEB,STATE,27,6,TOTAL,"5,17,19,000"
2016,FEB,STATE,34,6,TOTAL,"45,82,000"
2016,FEB,STATE,35,6,TOTAL,"6,05,34,000"
2016,FEB,STATE,36,6,TOTAL,"6,51,49,000"
2016,FEB,STATE,39,6,TOTAL,"1,70,93,000"
2016,FEB,STATE,41,6,TOTAL,"1,65,03,000"
2016,FEB,STATE,,6,TOTAL,"12,29,44,000"
2016,FEB,STATE,42,6,TOTAL,"3,18,40,000"
2016,FEB,STATE,46,6,TOTAL,"2,12,35,000"
2016,FEB,STATE,50,6,TOTAL,"1,02,21,000"
2016,FEB,STATE,55,6,TOTAL,"25,00,37,000"
2016,JAN,STATE,6,6,TOTAL,"21,51,34,000"
2016,JAN,STATE,16,6,TOTAL,"8,01,14,000"
2016,JAN,STATE,17,6,TOTAL,"64,49,000"
2016,JAN,STATE,19,6,TOTAL,"2,28,72,000"
2016,JAN,STATE,27,6,TOTAL,"5,74,47,000"
2016,JAN,STATE,34,6,TOTAL,"45,64,000"
2016,JAN,STATE,35,6,TOTAL,"6,87,17,000"
2016,JAN,STATE,36,6,TOTAL,"7,24,70,000"
2016,JAN,STATE,39,6,TOTAL,"1,82,06,000"
2016,JAN,STATE,41,6,TOTAL,"1,77,02,000"
2016,JAN,STATE,,6,TOTAL,"12,86,77,000"
2016,JAN,STATE,42,6,TOTAL,"3,27,79,000"
2016,JAN,STATE,46,6,TOTAL,"2,31,22,000"
2016,JAN,STATE,50,6,TOTAL,"1,12,83,000"
2016,JAN,STATE,55,6,TOTAL,"26,61,17,000"
2016,JUL,STATE,6,6,TOTAL,"21,36,19,000"
2016,JUL,STATE,16,6,TOTAL,"8,29,29,000"
2016,JUL,STATE,17,6,TOTAL,"65,72,000"
2016,JUL,STATE,19,6,TOTAL,"2,28,36,000"
2016,JUL,STATE,27,6,TOTAL,"5,47,32,000"
2016,JUL,STATE,34,6,TOTAL,"49,15,000"
2016,JUL,STATE,35,6,TOTAL,"6,57,67,000"
2016,JUL,STATE,36,6,TOTAL,"6,36,36,000"
2016,JUL,STATE,39,6,TOTAL,"1,68,50,000"
2016,JUL,STATE,41,6,TOTAL,"1,63,55,000"
2016,JUL,STATE,,6,TOTAL,"13,24,97,000"
2016,JUL,STATE,42,6,TOTAL,"3,36,63,000"
2016,JUL,STATE,46,6,TOTAL,"2,38,15,000"
2016,JUL,STATE,50,6,TOTAL,"1,05,40,000"
2016,JUL,STATE,55,6,TOTAL,"27,21,19,000"
2016,JUN,STATE,6,6,TOTAL,"20,75,77,000"
2016,JUN,STATE,16,6,TOTAL,"8,12,43,000"
2016,JUN,STATE,17,6,TOTAL,"67,02,000"
2016,JUN,STATE,19,6,TOTAL,"1,92,33,000"
2016,JUN,STATE,27,6,TOTAL,"5,43,36,000"
2016,JUN,STATE,34,6,TOTAL,"48,86,000"
2016,JUN,STATE,35,6,TOTAL,"5,96,55,000"
2016,JUN,STATE,36,6,TOTAL,"6,68,20,000"
2016,JUN,STATE,39,6,TOTAL,"1,79,09,000"
2016,JUN,STATE,41,6,TOTAL,"1,59,65,000"
2016,JUN,STATE,,6,TOTAL,"12,90,09,000"
2016,JUN,STATE,42,6,TOTAL,"3,38,57,000"
2016,JUN,STATE,46,6,TOTAL,"2,33,89,000"
2016,JUN,STATE,50,6,TOTAL,"1,04,67,000"
2016,JUN,STATE,55,6,TOTAL,"26,73,73,000"
2016,MAR,STATE,6,6,TOTAL,"21,49,38,000"
2016,MAR,STATE,16,6,TOTAL,"8,29,78,000"
2016,MAR,STATE,17,6,TOTAL,"69,97,000"
2016,MAR,STATE,19,6,TOTAL,"1,97,82,000"
2016,MAR,STATE,27,6,TOTAL,"5,57,56,000"
2016,MAR,STATE,34,6,TOTAL,"49,86,000"
2016,MAR,STATE,35,6,TOTAL,"6,93,32,000"
2016,MAR,STATE,36,6,TOTAL,"6,77,15,000"
2016,MAR,STATE,39,6,TOTAL,"1,81,90,000"
2016,MAR,STATE,41,6,TOTAL,"1,72,37,000"
2016,MAR,STATE,,6,TOTAL,"13,17,17,000"
2016,MAR,STATE,42,6,TOTAL,"3,24,85,000"
2016,MAR,STATE,46,6,TOTAL,"2,22,65,000"
2016,MAR,STATE,50,6,TOTAL,"1,09,51,000"
2016,MAR,STATE,55,6,TOTAL,"27,32,94,000"
2016,MAY,STATE,6,6,TOTAL,"21,36,41,000"
2016,MAY,STATE,16,6,TOTAL,"7,60,22,000"
2016,MAY,STATE,17,6,TOTAL,"70,63,000"
2016,MAY,STATE,19,6,TOTAL,"2,14,92,000"
2016,MAY,STATE,27,6,TOTAL,"5,74,38,000"
2016,MAY,STATE,34,6,TOTAL,"41,92,000"
2016,MAY,STATE,35,6,TOTAL,"6,79,15,000"
2016,MAY,STATE,36,6,TOTAL,"5,94,11,000"
2016,MAY,STATE,39,6,TOTAL,"1,78,22,000"
2016,MAY,STATE,41,6,TOTAL,"1,78,79,000"
2016,MAY,STATE,,6,TOTAL,"12,85,16,000"
2016,MAY,STATE,42,6,TOTAL,"3,37,34,000"
2016,MAY,STATE,46,6,TOTAL,"2,23,71,000"
2016,MAY,STATE,50,6,TOTAL,"1,10,90,000"
2016,MAY,STATE,55,6,TOTAL,"27,20,98,000"
2016,NOV,STATE,6,6,TOTAL,"20,98,01,000"
2016,NOV,STATE,16,6,TOTAL,"7,42,61,000"
2016,NOV,STATE,17,6,TOTAL,"70,33,000"
2016,NOV,STATE,19,6,TOTAL,"2,15,74,000"
2016,NOV,STATE,27,6,TOTAL,"5,38,02,000"
2016,NOV,STATE,34,6,TOTAL,"47,25,000"
2016,NOV,STATE,35,6,TOTAL,"6,54,90,000"
2016,NOV,STATE,36,6,TOTAL,"7,72,99,000"
2016,NOV,STATE,39,6,TOTAL,"1,81,10,000"
2016,NOV,STATE,41,6,TOTAL,"1,64,04,000"
2016,NOV,STATE,,6,TOTAL,"13,54,78,000"
2016,NOV,STATE,42,6,TOTAL,"3,46,16,000"
2016,NOV,STATE,46,6,TOTAL,"2,43,63,000"
2016,NOV,STATE,50,6,TOTAL,"1,18,17,000"
2016,NOV,STATE,55,6,TOTAL,"27,43,91,000"
2016,OCT,STATE,6,6,TOTAL,"21,34,42,000"
2016,OCT,STATE,16,6,TOTAL,"8,38,83,000"
2016,OCT,STATE,17,6,TOTAL,"70,33,000"
2016,OCT,STATE,19,6,TOTAL,"2,39,42,000"
2016,OCT,STATE,27,6,TOTAL,"5,34,78,000"
2016,OCT,STATE,34,6,TOTAL,"53,45,000"
2016,OCT,STATE,35,6,TOTAL,"6,29,91,000"
2016,OCT,STATE,36,6,TOTAL,"7,66,54,000"
2016,OCT,STATE,39,6,TOTAL,"1,80,01,000"
2016,OCT,STATE,41,6,TOTAL,"1,68,52,000"
2016,OCT,STATE,,6,TOTAL,"13,82,32,000"
2016,OCT,STATE,42,6,TOTAL,"3,51,44,000"
2016,OCT,STATE,46,6,TOTAL,"2,49,62,000"
2016,OCT,STATE,50,6,TOTAL,"1,12,97,000"
2016,OCT,STATE,55,6,TOTAL,"28,09,50,000"
2016,SEP,STATE,6,6,TOTAL,"20,31,99,000"
2016,SEP,STATE,16,6,TOTAL,"8,17,51,000"
2016,SEP,STATE,17,6,TOTAL,"67,32,000"
2016,SEP,STATE,19,6,TOTAL,"1,90,54,000"
2016,SEP,STATE,27,6,TOTAL,"5,29,00,000"
2016,SEP,STATE,34,6,TOTAL,"49,41,000"
2016,SEP,STATE,35,6,TOTAL,"5,99,08,000"
2016,SEP,STATE,36,6,TOTAL,"7,03,20,000"
2016,SEP,STATE,39,6,TOTAL,"1,71,44,000"
2016,SEP,STATE,41,6,TOTAL,"1,65,52,000"
2016,SEP,STATE,,6,TOTAL,"12,85,10,000"
2016,SEP,STATE,42,6,TOTAL,"3,18,05,000"
2016,SEP,STATE,46,6,TOTAL,"2,14,88,000"
2016,SEP,STATE,50,6,TOTAL,"1,04,48,000"
2016,SEP,STATE,55,6,TOTAL,"26,66,97,000"
2016,YEAR,STATE,6,6,TOTAL,"2,51,48,61,000"
2016,YEAR,STATE,16,6,TOTAL,"95,49,87,000"
2016,YEAR,STATE,17,6,TOTAL,"8,15,11,000"
2016,YEAR,STATE,19,6,TOTAL,"25,42,12,000"
2016,YEAR,STATE,27,6,TOTAL,"65,73,79,000"
2016,YEAR,STATE,34,6,TOTAL,"5,80,82,000"
2016,YEAR,STATE,35,6,TOTAL,"77,61,14,000"
2016,YEAR,STATE,36,6,TOTAL,"82,64,12,000"
2016,YEAR,STATE,39,6,TOTAL,"21,52,22,000"
2016,YEAR,STATE,41,6,TOTAL,"20,14,78,000"
2016,YEAR,STATE,,6,TOTAL,"1,58,16,57,000"
2016,YEAR,STATE,42,6,TOTAL,"40,36,18,000"
2016,YEAR,STATE,46,6,TOTAL,"27,56,34,000"
2016,YEAR,STATE,50,6,TOTAL,"13,19,36,000"
2016,YEAR,STATE,55,6,TOTAL,"3,24,84,40,000"
2015,APR,STATE,6,6,TOTAL,"20,45,41,000"
2015,APR,STATE,16,6,TOTAL,"7,84,14,000"
2015,APR,STATE,17,6,TOTAL,"65,96,000"
2015,APR,STATE,19,6,TOTAL,"2,20,42,000"
2015,APR,STATE,27,6,TOTAL,"5,76,45,000"
2015,APR,STATE,34,6,TOTAL,"42,65,000"
2015,APR,STATE,35,6,TOTAL,"6,56,88,000"
2015,APR,STATE,36,6,TOTAL,"6,00,77,000"
2015,APR,STATE,39,6,TOTAL,"1,74,86,000"
2015,APR,STATE,,6,TOTAL,"13,93,68,000"
2015,APR,STATE,42,6,TOTAL,"3,37,90,000"
2015,APR,STATE,46,6,TOTAL,"2,33,31,000"
2015,APR,STATE,50,6,TOTAL,"1,07,20,000"
2015,APR,STATE,55,6,TOTAL,"25,33,32,000"
2015,AUG,STATE,6,6,TOTAL,"19,08,85,000"
2015,AUG,STATE,16,6,TOTAL,"7,90,45,000"
2015,AUG,STATE,17,6,TOTAL,"63,26,000"
2015,AUG,STATE,19,6,TOTAL,"1,97,67,000"
2015,AUG,STATE,27,6,TOTAL,"5,57,71,000"
2015,AUG,STATE,34,6,TOTAL,"48,80,000"
2015,AUG,STATE,35,6,TOTAL,"6,05,51,000"
2015,AUG,STATE,36,6,TOTAL,"7,09,83,000"
2015,AUG,STATE,39,6,TOTAL,"1,76,18,000"
2015,AUG,STATE,,6,TOTAL,"15,08,60,000"
2015,AUG,STATE,42,6,TOTAL,"3,39,78,000"
2015,AUG,STATE,46,6,TOTAL,"2,28,48,000"
2015,AUG,STATE,50,6,TOTAL,"1,13,39,000"
2015,AUG,STATE,55,6,TOTAL,"25,41,65,000"
2015,DEC,STATE,6,6,TOTAL,"21,66,75,000"
2015,DEC,STATE,16,6,TOTAL,"8,32,73,000"
2015,DEC,STATE,17,6,TOTAL,"68,35,000"
2015,DEC,STATE,19,6,TOTAL,"2,00,56,000"
2015,DEC,STATE,27,6,TOTAL,"5,96,65,000"
2015,DEC,STATE,34,6,TOTAL,"53,97,000"
2015,DEC,STATE,35,6,TOTAL,"6,36,92,000"
2015,DEC,STATE,36,6,TOTAL,"7,00,69,000"
2015,DEC,STATE,39,6,TOTAL,"1,94,05,000"
2015,DEC,STATE,,6,TOTAL,"14,87,36,000"
2015,DEC,STATE,42,6,TOTAL,"3,37,75,000"
2015,DEC,STATE,46,6,TOTAL,"2,28,98,000"
2015,DEC,STATE,50,6,TOTAL,"1,16,13,000"
2015,DEC,STATE,55,6,TOTAL,"27,29,84,000"
2015,FEB,STATE,6,6,TOTAL,"19,02,20,000"
2015,FEB,STATE,16,6,TOTAL,"6,68,67,000"
2015,FEB,STATE,17,6,TOTAL,"58,85,000"
2015,FEB,STATE,19,6,TOTAL,"1,89,05,000"
2015,FEB,STATE,27,6,TOTAL,"5,32,22,000"
2015,FEB,STATE,34,6,TOTAL,"43,43,000"
2015,FEB,STATE,35,6,TOTAL,"5,99,49,000"
2015,FEB,STATE,36,6,TOTAL,"5,88,07,000"
2015,FEB,STATE,39,6,TOTAL,"1,59,91,000"
2015,FEB,STATE,,6,TOTAL,"12,95,53,000"
2015,FEB,STATE,42,6,TOTAL,"2,98,04,000"
2015,FEB,STATE,46,6,TOTAL,"2,17,91,000"
2015,FEB,STATE,50,6,TOTAL,"1,01,80,000"
2015,FEB,STATE,55,6,TOTAL,"23,12,01,000"
2015,JAN,STATE,6,6,TOTAL,"21,00,41,000"
2015,JAN,STATE,16,6,TOTAL,"7,74,48,000"
2015,JAN,STATE,17,6,TOTAL,"62,52,000"
2015,JAN,STATE,19,6,TOTAL,"2,29,34,000"
2015,JAN,STATE,27,6,TOTAL,"5,81,13,000"
2015,JAN,STATE,34,6,TOTAL,"50,43,000"
2015,JAN,STATE,35,6,TOTAL,"6,81,22,000"
2015,JAN,STATE,36,6,TOTAL,"6,60,67,000"
2015,JAN,STATE,39,6,TOTAL,"1,70,59,000"
2015,JAN,STATE,,6,TOTAL,"13,98,18,000"
2015,JAN,STATE,42,6,TOTAL,"3,45,09,000"
2015,JAN,STATE,46,6,TOTAL,"2,36,04,000"
2015,JAN,STATE,50,6,TOTAL,"1,08,95,000"
2015,JAN,STATE,55,6,TOTAL,"25,41,46,000"
2015,JUL,STATE,6,6,TOTAL,"20,50,06,000"
2015,JUL,STATE,16,6,TOTAL,"7,98,31,000"
2015,JUL,STATE,17,6,TOTAL,"71,10,000"
2015,JUL,STATE,19,6,TOTAL,"2,26,19,000"
2015,JUL,STATE,27,6,TOTAL,"5,73,39,000"
2015,JUL,STATE,34,6,TOTAL,"45,05,000"
2015,JUL,STATE,35,6,TOTAL,"6,48,52,000"
2015,JUL,STATE,36,6,TOTAL,"6,77,78,000"
2015,JUL,STATE,39,6,TOTAL,"1,73,70,000"
2015,JUL,STATE,,6,TOTAL,"14,50,45,000"
2015,JUL,STATE,42,6,TOTAL,"3,48,62,000"
2015,JUL,STATE,46,6,TOTAL,"2,20,12,000"
2015,JUL,STATE,50,6,TOTAL,"1,05,62,000"
2015,JUL,STATE,55,6,TOTAL,"26,31,01,000"
2015,JUN,STATE,6,6,TOTAL,"20,28,13,000"
2015,JUN,STATE,16,6,TOTAL,"7,96,74,000"
2015,JUN,STATE,17,6,TOTAL,"64,49,000"
2015,JUN,STATE,19,6,TOTAL,"1,86,38,000"
2015,JUN,STATE,27,6,TOTAL,"5,55,69,000"
2015,JUN,STATE,34,6,TOTAL,"48,79,000"
2015,JUN,STATE,35,6,TOTAL,"6,42,71,000"
2015,JUN,STATE,36,6,TOTAL,"6,25,61,000"
2015,JUN,STATE,39,6,TOTAL,"1,72,39,000"
2015,JUN,STATE,,6,TOTAL,"14,10,98,000"
2015,JUN,STATE,42,6,TOTAL,"3,34,52,000"
2015,JUN,STATE,46,6,TOTAL,"2,30,89,000"
2015,JUN,STATE,50,6,TOTAL,"1,03,10,000"
2015,JUN,STATE,55,6,TOTAL,"25,60,52,000"
2015,MAR,STATE,6,6,TOTAL,"21,19,38,000"
2015,MAR,STATE,16,6,TOTAL,"8,22,11,000"
2015,MAR,STATE,17,6,TOTAL,"66,99,000"
2015,MAR,STATE,19,6,TOTAL,"1,87,00,000"
2015,MAR,STATE,27,6,TOTAL,"5,81,93,000"
2015,MAR,STATE,34,6,TOTAL,"53,06,000"
2015,MAR,STATE,35,6,TOTAL,"6,84,17,000"
2015,MAR,STATE,36,6,TOTAL,"7,28,20,000"
2015,MAR,STATE,39,6,TOTAL,"1,77,24,000"
2015,MAR,STATE,,6,TOTAL,"14,28,83,000"
2015,MAR,STATE,42,6,TOTAL,"3,36,93,000"
2015,MAR,STATE,46,6,TOTAL,"2,41,20,000"
2015,MAR,STATE,50,6,TOTAL,"1,05,19,000"
2015,MAR,STATE,55,6,TOTAL,"25,97,35,000"
2015,MAY,STATE,6,6,TOTAL,"21,23,72,000"
2015,MAY,STATE,16,6,TOTAL,"7,65,82,000"
2015,MAY,STATE,17,6,TOTAL,"63,43,000"
2015,MAY,STATE,19,6,TOTAL,"2,10,84,000"
2015,MAY,STATE,27,6,TOTAL,"5,91,57,000"
2015,MAY,STATE,34,6,TOTAL,"44,36,000"
2015,MAY,STATE,35,6,TOTAL,"6,56,94,000"
2015,MAY,STATE,36,6,TOTAL,"5,81,41,000"
2015,MAY,STATE,39,6,TOTAL,"1,73,94,000"
2015,MAY,STATE,,6,TOTAL,"14,69,80,000"
2015,MAY,STATE,42,6,TOTAL,"3,33,05,000"
2015,MAY,STATE,46,6,TOTAL,"2,40,44,000"
2015,MAY,STATE,50,6,TOTAL,"1,10,71,000"
2015,MAY,STATE,55,6,TOTAL,"25,16,41,000"
2015,NOV,STATE,6,6,TOTAL,"19,97,21,000"
2015,NOV,STATE,16,6,TOTAL,"7,64,06,000"
2015,NOV,STATE,17,6,TOTAL,"64,81,000"
2015,NOV,STATE,19,6,TOTAL,"2,01,70,000"
2015,NOV,STATE,27,6,TOTAL,"5,58,17,000"
2015,NOV,STATE,34,6,TOTAL,"50,27,000"
2015,NOV,STATE,35,6,TOTAL,"6,50,69,000"
2015,NOV,STATE,36,6,TOTAL,"6,97,18,000"
2015,NOV,STATE,39,6,TOTAL,"1,72,57,000"
2015,NOV,STATE,,6,TOTAL,"14,86,45,000"
2015,NOV,STATE,42,6,TOTAL,"3,13,58,000"
2015,NOV,STATE,46,6,TOTAL,"2,33,07,000"
2015,NOV,STATE,50,6,TOTAL,"1,16,77,000"
2015,NOV,STATE,55,6,TOTAL,"25,57,68,000"
2015,OCT,STATE,6,6,TOTAL,"19,83,73,000"
2015,OCT,STATE,16,6,TOTAL,"8,01,19,000"
2015,OCT,STATE,17,6,TOTAL,"64,75,000"
2015,OCT,STATE,19,6,TOTAL,"2,25,72,000"
2015,OCT,STATE,27,6,TOTAL,"5,53,01,000"
2015,OCT,STATE,34,6,TOTAL,"56,54,000"
2015,OCT,STATE,35,6,TOTAL,"6,34,53,000"
2015,OCT,STATE,36,6,TOTAL,"7,40,52,000"
2015,OCT,STATE,39,6,TOTAL,"1,87,95,000"
2015,OCT,STATE,,6,TOTAL,"14,74,37,000"
2015,OCT,STATE,42,6,TOTAL,"4,24,98,000"
2015,OCT,STATE,46,6,TOTAL,"2,46,63,000"
2015,OCT,STATE,50,6,TOTAL,"1,15,33,000"
2015,OCT,STATE,55,6,TOTAL,"26,71,06,000"
2015,SEP,STATE,6,6,TOTAL,"19,30,47,000"
2015,SEP,STATE,16,6,TOTAL,"8,18,13,000"
2015,SEP,STATE,17,6,TOTAL,"63,22,000"
2015,SEP,STATE,19,6,TOTAL,"1,70,00,000"
2015,SEP,STATE,27,6,TOTAL,"5,36,75,000"
2015,SEP,STATE,34,6,TOTAL,"50,43,000"
2015,SEP,STATE,35,6,TOTAL,"5,97,76,000"
2015,SEP,STATE,36,6,TOTAL,"7,01,89,000"
2015,SEP,STATE,39,6,TOTAL,"1,80,44,000"
2015,SEP,STATE,,6,TOTAL,"14,37,39,000"
2015,SEP,STATE,42,6,TOTAL,"3,33,85,000"
2015,SEP,STATE,46,6,TOTAL,"2,26,36,000"
2015,SEP,STATE,50,6,TOTAL,"1,04,23,000"
2015,SEP,STATE,55,6,TOTAL,"25,04,10,000"
2015,YEAR,STATE,6,6,TOTAL,"2,43,56,32,000"
2015,YEAR,STATE,16,6,TOTAL,"94,16,83,000"
2015,YEAR,STATE,17,6,TOTAL,"7,77,73,000"
2015,YEAR,STATE,19,6,TOTAL,"24,44,87,000"
2015,YEAR,STATE,27,6,TOTAL,"67,94,67,000"
2015,YEAR,STATE,34,6,TOTAL,"5,87,78,000"
2015,YEAR,STATE,35,6,TOTAL,"76,95,34,000"
2015,YEAR,STATE,36,6,TOTAL,"80,12,62,000"
2015,YEAR,STATE,39,6,TOTAL,"21,13,82,000"
2015,YEAR,STATE,41,6,TOTAL, (D)
2015,YEAR,STATE,,6,TOTAL,"1,72,41,62,000"
2015,YEAR,STATE,42,6,TOTAL,"40,84,09,000"
2015,YEAR,STATE,46,6,TOTAL,"27,83,43,000"
2015,YEAR,STATE,50,6,TOTAL,"13,08,42,000"
2015,YEAR,STATE,55,6,TOTAL,"3,06,96,41,000"
2014,APR,STATE,6,6,TOTAL,"20,64,06,000"
2014,APR,STATE,16,6,TOTAL,"6,98,21,000"
2014,APR,STATE,17,6,TOTAL,"61,78,000"
2014,APR,STATE,19,6,TOTAL,"2,47,68,000"
2014,APR,STATE,27,6,TOTAL,"5,66,09,000"
2014,APR,STATE,34,6,TOTAL,"42,59,000"
2014,APR,STATE,35,6,TOTAL,"6,41,43,000"
2014,APR,STATE,36,6,TOTAL,"6,43,61,000"
2014,APR,STATE,39,6,TOTAL,"1,63,22,000"
2014,APR,STATE,,6,TOTAL,"13,99,16,000"
2014,APR,STATE,42,6,TOTAL,"3,67,75,000"
2014,APR,STATE,46,6,TOTAL,"2,10,40,000"
2014,APR,STATE,50,6,TOTAL,"1,01,01,000"
2014,APR,STATE,55,6,TOTAL,"24,65,75,000"
2014,AUG,STATE,6,6,TOTAL,"19,72,17,000"
2014,AUG,STATE,16,6,TOTAL,"7,29,50,000"
2014,AUG,STATE,17,6,TOTAL,"64,04,000"
2014,AUG,STATE,19,6,TOTAL,"2,21,46,000"
2014,AUG,STATE,27,6,TOTAL,"5,46,72,000"
2014,AUG,STATE,34,6,TOTAL,"44,63,000"
2014,AUG,STATE,35,6,TOTAL,"5,95,26,000"
2014,AUG,STATE,36,6,TOTAL,"6,55,16,000"
2014,AUG,STATE,39,6,TOTAL,"1,61,84,000"
2014,AUG,STATE,,6,TOTAL,"13,19,66,000"
2014,AUG,STATE,42,6,TOTAL,"3,39,56,000"
2014,AUG,STATE,46,6,TOTAL,"2,12,77,000"
2014,AUG,STATE,50,6,TOTAL,"1,05,63,000"
2014,AUG,STATE,55,6,TOTAL,"23,88,00,000"
2014,DEC,STATE,6,6,TOTAL,"21,44,36,000"
2014,DEC,STATE,16,6,TOTAL,"8,08,93,000"
2014,DEC,STATE,17,6,TOTAL,"74,29,000"
2014,DEC,STATE,19,6,TOTAL,"1,89,89,000"
2014,DEC,STATE,27,6,TOTAL,"5,95,34,000"
2014,DEC,STATE,34,6,TOTAL,"53,89,000"
2014,DEC,STATE,35,6,TOTAL,"6,54,77,000"
2014,DEC,STATE,36,6,TOTAL,"7,25,83,000"
2014,DEC,STATE,39,6,TOTAL,"1,88,58,000"
2014,DEC,STATE,,6,TOTAL,"15,20,95,000"
2014,DEC,STATE,42,6,TOTAL,"3,56,15,000"
2014,DEC,STATE,46,6,TOTAL,"2,37,85,000"
2014,DEC,STATE,50,6,TOTAL,"1,08,36,000"
2014,DEC,STATE,55,6,TOTAL,"25,61,94,000"
2014,FEB,STATE,6,6,TOTAL,"18,81,13,000"
2014,FEB,STATE,16,6,TOTAL,"6,13,03,000"
2014,FEB,STATE,17,6,TOTAL,"49,29,000"
2014,FEB,STATE,19,6,TOTAL,"2,14,85,000"
2014,FEB,STATE,27,6,TOTAL,"5,14,90,000"
2014,FEB,STATE,34,6,TOTAL,"38,81,000"
2014,FEB,STATE,35,6,TOTAL,"5,88,35,000"
2014,FEB,STATE,36,6,TOTAL,"5,49,93,000"
2014,FEB,STATE,39,6,TOTAL,"1,51,96,000"
2014,FEB,STATE,,6,TOTAL,"12,23,79,000"
2014,FEB,STATE,42,6,TOTAL,"3,13,34,000"
2014,FEB,STATE,46,6,TOTAL,"1,99,97,000"
2014,FEB,STATE,50,6,TOTAL,"92,88,000"
2014,FEB,STATE,55,6,TOTAL,"21,62,21,000"
2014,JAN,STATE,6,6,TOTAL,"20,79,94,000"
2014,JAN,STATE,16,6,TOTAL,"7,82,85,000"
2014,JAN,STATE,17,6,TOTAL,"50,87,000"
2014,JAN,STATE,19,6,TOTAL,"2,53,16,000"
2014,JAN,STATE,27,6,TOTAL,"5,84,70,000"
2014,JAN,STATE,34,6,TOTAL,"41,48,000"
2014,JAN,STATE,35,6,TOTAL,"6,39,06,000"
2014,JAN,STATE,36,6,TOTAL,"6,13,31,000"
2014,JAN,STATE,39,6,TOTAL,"1,80,08,000"
2014,JAN,STATE,,6,TOTAL,"13,00,52,000"
2014,JAN,STATE,42,6,TOTAL,"3,64,88,000"
